database,sampleID,nframes,wav_path,lips_path,transcription_path,delimiter,text_enc,gender,age
LIP-RTVE,speaker000_0011,293,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0011.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0011.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0011.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0013,378,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0013.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0013.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0013.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0014,182,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0014.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0014.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0014.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0015,135,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0015.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0015.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0015.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0016,220,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0016.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0016.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0016.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0017,229,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0017.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0017.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0017.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0019,373,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0019.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0019.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0019.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0020,256,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0020.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0020.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0020.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0022,293,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0022.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0022.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0022.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0024,116,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0024.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0024.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0024.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0026,207,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0026.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0026.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0026.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0027,160,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0027.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0027.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0027.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0029,301,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0029.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0029.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0029.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0030,197,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0030.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0030.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0030.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0031,65,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0031.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0031.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0031.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0032,171,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0032.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0032.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0032.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0035,196,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0035.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0035.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0035.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0036,328,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0036.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0036.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0036.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0038,254,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0038.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0038.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0038.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0040,261,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0040.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0040.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0040.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0041,110,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0041.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0041.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0041.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0044,85,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0044.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0044.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0044.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0045,300,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0045.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0045.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0045.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0046,338,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0046.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0046.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0046.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0048,212,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0048.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0048.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0048.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0049,147,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0049.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0049.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0049.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0050,188,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0050.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0050.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0050.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0051,78,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0051.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0051.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0051.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0053,321,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0053.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0053.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0053.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0054,294,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0054.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0054.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0054.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0055,262,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0055.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0055.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0055.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0056,212,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0056.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0056.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0056.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0058,215,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0058.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0058.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0058.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0060,305,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0060.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0060.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0060.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0061,187,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0061.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0061.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0061.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0066,275,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0066.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0066.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0066.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0068,300,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0068.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0068.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0068.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0072,373,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0072.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0072.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0072.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0073,331,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0073.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0073.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0073.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0081,221,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0081.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0081.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0081.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0082,259,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0082.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0082.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0082.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0084,296,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0084.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0084.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0084.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0085,194,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0085.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0085.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0085.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0087,237,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0087.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0087.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0087.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0088,93,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0088.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0088.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0088.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0089,307,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0089.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0089.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0089.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0092,283,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0092.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0092.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0092.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0093,270,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0093.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0093.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0093.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0094,272,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0094.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0094.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0094.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0095,205,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0095.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0095.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0095.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0097,127,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0097.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0097.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0097.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0098,270,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0098.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0098.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0098.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0100,245,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0100.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0100.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0100.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0102,85,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0102.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0102.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0102.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0103,203,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0103.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0103.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0103.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0104,96,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0104.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0104.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0104.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0105,31,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0105.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0105.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0105.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0106,93,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0106.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0106.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0106.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0107,32,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0107.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0107.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0107.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0109,82,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0109.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0109.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0109.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0111,174,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0111.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0111.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0111.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0112,156,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0112.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0112.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0112.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0113,157,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0113.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0113.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0113.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0114,157,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0114.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0114.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0114.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0116,139,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0116.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0116.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0116.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0117,80,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0117.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0117.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0117.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0118,143,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0118.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0118.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0118.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0119,300,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0119.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0119.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0119.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0120,93,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0120.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0120.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0120.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0123,36,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0123.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0123.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0123.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0124,186,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0124.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0124.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0124.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0125,185,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0125.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0125.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0125.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0126,46,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0126.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0126.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0126.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0129,55,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0129.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0129.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0129.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0130,133,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0130.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0130.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0130.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0131,78,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0131.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0131.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0131.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0132,283,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0132.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0132.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0132.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0136,178,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0136.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0136.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0136.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0137,138,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0137.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0137.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0137.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0140,63,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0140.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0140.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0140.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0141,106,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0141.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0141.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0141.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0142,41,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0142.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0142.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0142.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0143,295,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0143.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0143.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0143.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0144,37,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0144.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0144.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0144.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0145,238,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0145.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0145.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0145.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0146,198,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0146.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0146.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0146.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0147,123,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0147.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0147.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0147.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0148,114,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0148.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0148.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0148.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0149,158,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0149.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0149.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0149.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0150,59,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0150.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0150.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0150.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0152,37,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0152.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0152.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0152.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0153,124,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0153.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0153.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0153.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0155,76,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0155.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0155.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0155.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0156,30,../../data/LIP-RTVE/WAVs/speaker000/speaker000_0156.wav,../../data/LIP-RTVE/ROIs/speaker000/speaker000_0156.npz,../../data/LIP-RTVE/transcriptions/speaker000/speaker000_0156.txt,5,utf-8,male,44
