database,sampleID,nframes,wav_path,lips_path,transcription_path,delimiter,text_enc,gender,age
LIP-RTVE,speaker000_0010,219,../data/LIP-RTVE/WAVs/speaker000/speaker000_0010.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0010.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0010.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0011,293,../data/LIP-RTVE/WAVs/speaker000/speaker000_0011.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0011.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0011.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0012,256,../data/LIP-RTVE/WAVs/speaker000/speaker000_0012.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0012.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0012.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0013,378,../data/LIP-RTVE/WAVs/speaker000/speaker000_0013.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0013.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0013.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0014,182,../data/LIP-RTVE/WAVs/speaker000/speaker000_0014.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0014.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0014.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0015,135,../data/LIP-RTVE/WAVs/speaker000/speaker000_0015.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0015.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0015.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0016,220,../data/LIP-RTVE/WAVs/speaker000/speaker000_0016.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0016.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0016.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0017,229,../data/LIP-RTVE/WAVs/speaker000/speaker000_0017.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0017.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0017.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0018,282,../data/LIP-RTVE/WAVs/speaker000/speaker000_0018.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0018.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0018.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0019,373,../data/LIP-RTVE/WAVs/speaker000/speaker000_0019.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0019.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0019.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0020,256,../data/LIP-RTVE/WAVs/speaker000/speaker000_0020.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0020.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0020.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0021,374,../data/LIP-RTVE/WAVs/speaker000/speaker000_0021.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0021.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0021.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0022,293,../data/LIP-RTVE/WAVs/speaker000/speaker000_0022.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0022.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0022.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0023,138,../data/LIP-RTVE/WAVs/speaker000/speaker000_0023.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0023.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0023.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0024,116,../data/LIP-RTVE/WAVs/speaker000/speaker000_0024.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0024.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0024.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0025,50,../data/LIP-RTVE/WAVs/speaker000/speaker000_0025.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0025.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0025.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0026,207,../data/LIP-RTVE/WAVs/speaker000/speaker000_0026.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0026.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0026.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0027,160,../data/LIP-RTVE/WAVs/speaker000/speaker000_0027.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0027.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0027.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0028,152,../data/LIP-RTVE/WAVs/speaker000/speaker000_0028.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0028.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0028.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0029,301,../data/LIP-RTVE/WAVs/speaker000/speaker000_0029.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0029.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0029.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0030,197,../data/LIP-RTVE/WAVs/speaker000/speaker000_0030.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0030.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0030.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0031,65,../data/LIP-RTVE/WAVs/speaker000/speaker000_0031.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0031.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0031.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0032,171,../data/LIP-RTVE/WAVs/speaker000/speaker000_0032.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0032.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0032.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0033,367,../data/LIP-RTVE/WAVs/speaker000/speaker000_0033.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0033.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0033.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0034,276,../data/LIP-RTVE/WAVs/speaker000/speaker000_0034.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0034.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0034.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0035,196,../data/LIP-RTVE/WAVs/speaker000/speaker000_0035.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0035.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0035.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0036,328,../data/LIP-RTVE/WAVs/speaker000/speaker000_0036.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0036.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0036.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0037,242,../data/LIP-RTVE/WAVs/speaker000/speaker000_0037.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0037.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0037.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0038,254,../data/LIP-RTVE/WAVs/speaker000/speaker000_0038.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0038.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0038.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0039,209,../data/LIP-RTVE/WAVs/speaker000/speaker000_0039.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0039.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0039.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0040,261,../data/LIP-RTVE/WAVs/speaker000/speaker000_0040.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0040.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0040.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0041,110,../data/LIP-RTVE/WAVs/speaker000/speaker000_0041.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0041.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0041.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0042,76,../data/LIP-RTVE/WAVs/speaker000/speaker000_0042.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0042.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0042.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0043,92,../data/LIP-RTVE/WAVs/speaker000/speaker000_0043.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0043.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0043.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0044,85,../data/LIP-RTVE/WAVs/speaker000/speaker000_0044.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0044.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0044.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0045,300,../data/LIP-RTVE/WAVs/speaker000/speaker000_0045.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0045.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0045.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0046,338,../data/LIP-RTVE/WAVs/speaker000/speaker000_0046.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0046.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0046.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0047,221,../data/LIP-RTVE/WAVs/speaker000/speaker000_0047.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0047.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0047.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0048,212,../data/LIP-RTVE/WAVs/speaker000/speaker000_0048.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0048.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0048.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0049,147,../data/LIP-RTVE/WAVs/speaker000/speaker000_0049.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0049.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0049.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0050,188,../data/LIP-RTVE/WAVs/speaker000/speaker000_0050.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0050.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0050.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0051,78,../data/LIP-RTVE/WAVs/speaker000/speaker000_0051.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0051.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0051.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0052,231,../data/LIP-RTVE/WAVs/speaker000/speaker000_0052.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0052.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0052.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0053,321,../data/LIP-RTVE/WAVs/speaker000/speaker000_0053.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0053.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0053.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0054,294,../data/LIP-RTVE/WAVs/speaker000/speaker000_0054.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0054.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0054.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0055,262,../data/LIP-RTVE/WAVs/speaker000/speaker000_0055.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0055.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0055.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0056,212,../data/LIP-RTVE/WAVs/speaker000/speaker000_0056.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0056.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0056.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0057,289,../data/LIP-RTVE/WAVs/speaker000/speaker000_0057.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0057.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0057.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0058,215,../data/LIP-RTVE/WAVs/speaker000/speaker000_0058.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0058.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0058.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0059,136,../data/LIP-RTVE/WAVs/speaker000/speaker000_0059.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0059.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0059.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0060,305,../data/LIP-RTVE/WAVs/speaker000/speaker000_0060.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0060.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0060.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0061,187,../data/LIP-RTVE/WAVs/speaker000/speaker000_0061.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0061.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0061.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0062,172,../data/LIP-RTVE/WAVs/speaker000/speaker000_0062.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0062.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0062.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0063,68,../data/LIP-RTVE/WAVs/speaker000/speaker000_0063.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0063.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0063.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0064,144,../data/LIP-RTVE/WAVs/speaker000/speaker000_0064.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0064.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0064.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0065,243,../data/LIP-RTVE/WAVs/speaker000/speaker000_0065.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0065.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0065.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0066,275,../data/LIP-RTVE/WAVs/speaker000/speaker000_0066.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0066.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0066.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0067,234,../data/LIP-RTVE/WAVs/speaker000/speaker000_0067.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0067.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0067.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0068,300,../data/LIP-RTVE/WAVs/speaker000/speaker000_0068.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0068.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0068.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0069,187,../data/LIP-RTVE/WAVs/speaker000/speaker000_0069.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0069.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0069.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0070,139,../data/LIP-RTVE/WAVs/speaker000/speaker000_0070.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0070.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0070.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0071,294,../data/LIP-RTVE/WAVs/speaker000/speaker000_0071.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0071.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0071.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0072,373,../data/LIP-RTVE/WAVs/speaker000/speaker000_0072.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0072.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0072.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0073,331,../data/LIP-RTVE/WAVs/speaker000/speaker000_0073.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0073.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0073.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0074,190,../data/LIP-RTVE/WAVs/speaker000/speaker000_0074.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0074.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0074.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0075,167,../data/LIP-RTVE/WAVs/speaker000/speaker000_0075.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0075.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0075.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0076,206,../data/LIP-RTVE/WAVs/speaker000/speaker000_0076.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0076.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0076.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0077,135,../data/LIP-RTVE/WAVs/speaker000/speaker000_0077.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0077.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0077.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0078,346,../data/LIP-RTVE/WAVs/speaker000/speaker000_0078.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0078.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0078.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0079,119,../data/LIP-RTVE/WAVs/speaker000/speaker000_0079.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0079.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0079.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0080,173,../data/LIP-RTVE/WAVs/speaker000/speaker000_0080.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0080.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0080.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0081,221,../data/LIP-RTVE/WAVs/speaker000/speaker000_0081.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0081.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0081.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0082,259,../data/LIP-RTVE/WAVs/speaker000/speaker000_0082.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0082.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0082.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0083,116,../data/LIP-RTVE/WAVs/speaker000/speaker000_0083.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0083.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0083.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0084,296,../data/LIP-RTVE/WAVs/speaker000/speaker000_0084.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0084.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0084.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0085,194,../data/LIP-RTVE/WAVs/speaker000/speaker000_0085.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0085.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0085.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0086,323,../data/LIP-RTVE/WAVs/speaker000/speaker000_0086.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0086.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0086.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0087,237,../data/LIP-RTVE/WAVs/speaker000/speaker000_0087.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0087.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0087.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0088,93,../data/LIP-RTVE/WAVs/speaker000/speaker000_0088.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0088.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0088.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0089,307,../data/LIP-RTVE/WAVs/speaker000/speaker000_0089.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0089.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0089.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0090,213,../data/LIP-RTVE/WAVs/speaker000/speaker000_0090.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0090.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0090.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0091,319,../data/LIP-RTVE/WAVs/speaker000/speaker000_0091.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0091.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0091.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0092,283,../data/LIP-RTVE/WAVs/speaker000/speaker000_0092.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0092.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0092.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0093,270,../data/LIP-RTVE/WAVs/speaker000/speaker000_0093.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0093.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0093.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0094,272,../data/LIP-RTVE/WAVs/speaker000/speaker000_0094.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0094.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0094.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0095,205,../data/LIP-RTVE/WAVs/speaker000/speaker000_0095.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0095.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0095.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0096,258,../data/LIP-RTVE/WAVs/speaker000/speaker000_0096.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0096.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0096.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0097,127,../data/LIP-RTVE/WAVs/speaker000/speaker000_0097.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0097.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0097.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0098,270,../data/LIP-RTVE/WAVs/speaker000/speaker000_0098.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0098.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0098.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0099,187,../data/LIP-RTVE/WAVs/speaker000/speaker000_0099.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0099.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0099.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0100,245,../data/LIP-RTVE/WAVs/speaker000/speaker000_0100.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0100.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0100.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0101,197,../data/LIP-RTVE/WAVs/speaker000/speaker000_0101.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0101.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0101.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0102,85,../data/LIP-RTVE/WAVs/speaker000/speaker000_0102.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0102.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0102.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0103,203,../data/LIP-RTVE/WAVs/speaker000/speaker000_0103.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0103.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0103.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0104,96,../data/LIP-RTVE/WAVs/speaker000/speaker000_0104.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0104.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0104.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0105,31,../data/LIP-RTVE/WAVs/speaker000/speaker000_0105.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0105.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0105.txt,5,utf-8,male,44
LIP-RTVE,speaker000_0106,93,../data/LIP-RTVE/WAVs/speaker000/speaker000_0106.wav,../data/LIP-RTVE/ROIs/speaker000/speaker000_0106.npz,../data/LIP-RTVE/transcriptions/speaker000/speaker000_0106.txt,5,utf-8,male,44
